,input_texts,target_texts
675,I won't die.,Δε θα πεθάνω.
676,I won't lie.,Δε θα πω ψέματα.
677,I won't run.,Δε θα τρέξω.
678,I'll decide.,Θ' αποφασίσω.
679,I'll decide.,Θα αποφασίσω.
680,I'll eat it.,Θα το φάω.
681,I'll eat it.,Θα τον φάω.
682,I'll eat it.,Θα τη φάω.
683,I'll go see.,Θα πάω να δω.
684,I'll try it.,Θα το δοκιμάσω.
685,I'll try it.,Θα τον δοκιμάσω.
686,I'll try it.,Θα τη δοκιμάσω.
687,I'm at home.,Είμαι στο σπίτι.
688,I'm curious.,Είμαι περίεργος.
689,I'm curious.,Είμαι περίεργη.
690,I'm dancing.,Χορεύω.
691,I'm dieting.,Κάνω δίαιτα.
692,I'm leaving.,Φεύγω.
693,I'm married.,Είμαι παντρεμένος.
694,I'm married.,Είμαι παντρεμένη.
695,I'm sincere.,Είμαι ειλικρινής.
696,I'm starved.,Πεθαίνω της πείνας!
697,I'm thirsty.,Διψάω.
698,I'm unlucky.,Είμαι άτυχος.
699,I'm unlucky.,Είμαι άτυχη.
700,Ignore them.,Αγνόησέ τους.
701,Ignore them.,Αγνόησέ τες.
702,Ignore them.,Αγνόησέ τα.
703,Ignore them.,Αγνοήστε τα.
704,Ignore them.,Αγνοήστε τες.
705,Ignore them.,Αγνοήστε τους.
706,Is Tom here?,Ο Τομ είν' εδώ;
707,Is Tom here?,Ο Τομ είναι εδώ;
708,Is Tom here?,Είναι εδώ ο Τομ;
709,Is Tom here?,Είν' εδώ ο Τομ;
710,Is Tom home?,Είναι σπίτι ο Τομ;
711,Is Tom home?,Ο Τομ είναι σπίτι;
712,Is he right?,Έχει δίκιο;
713,Is it white?,Είναι άσπρο;
714,Is it yours?,Είναι δικό σας;
715,It may rain.,Ίσως βρέξει.
716,It saved me.,Μ' έσωσε.
717,It saved me.,Με έσωσε.
718,It'll break.,Θα σπάσει.
719,It's Monday.,Είναι Δευτέρα.
720,It's no use.,Είναι μάταιο.
721,Let's begin.,Ας αρχίσουμε.
722,Let's drink.,Ας πιούμε.
723,Look around.,Κοίτα τριγύρω.
724,Many thanks.,Ευχαριστώ πολύ!
725,Money talks.,Μιλάει το χρήμα.
726,Nobody came.,Δεν ήρθε κανείς.
727,Nobody came.,Κανείς δεν ήρθε.
728,Nobody died.,Κανείς δεν πέθανε.
729,Nobody died.,Δεν πέθανε κανείς.
730,Nobody lied.,Κανείς δεν είπε ψέματα.
731,Please stop.,Σε παρακαλώ σταμάτα.
732,Please stop.,Σας παρακαλώ σταματήστε.
733,Remember it.,Θυμήσου το.
734,Remember it.,Θυμηθείτε το.
735,She is lazy.,Είναι τεμπέλα.
736,Stick to it.,Μείνε σε αυτό.
737,Stop moving!,Σταμάτα να κουνιέσαι.
738,Talk slower.,Μίλα πιο αργά.
739,That's true.,Σωστά.
740,They danced.,Χόρεψαν.
741,They obeyed.,Υπάκουσαν.
742,They're red.,Είναι κόκκινοι.
743,They're red.,Είναι κόκκινες.
744,They're red.,Είναι κόκκινα.
745,Tom changed.,Ο Τομ άλλαξε.
746,Tom coughed.,Ο Τομ έβηξε.
747,Tom escaped.,Ο Τομ απέδρασε.
748,Tom fainted.,Ο Τομ λιποθύμησε.
749,Tom frowned.,Ο Τομ συνοφρυώθηκε.
750,Tom is bald.,Ο Τομ είναι φαλακρός.
751,Tom is here.,Ο Τομ είναι εδώ.
752,Tom is lazy.,Ο Τομ είναι τεμπέλης.
753,Tom is pale.,Ο Τομ είναι χλωμός.
754,Tom is poor.,Ο Τομ είναι φτωχός.
755,Tom is sick.,Ο Τομ είναι άρρωστος.
756,Tom is tall.,Ο Τομ είναι ψηλός.
757,Tom is ugly.,Ο Τομ είναι άσχημος.
758,Tom is wise.,Ο Τομ είναι σοφός.
759,Tom kneeled.,Ο Τομ γονάτισε.
760,Tom laughed.,Ο Τομ γέλασε.
761,Tom listens.,Ο Τομ ακούει.
762,Tom saw her.,Ο Τομ την είδε.
763,Tom saw her.,Την είδε ο Τομ.
764,Tom saw him.,Ο Τομ τον είδε.
765,Tom saw him.,Τον είδε ο Τομ.
766,Tom stopped.,Ο Τομ σταμάτησε.
767,Tom sweated.,Ο Τομ ίδρωσε.
768,Tom teaches.,Ο Τομ διδάσκει.
769,Tom was ill.,Ο Τομ ήταν άρρωστος.
770,Tom will go.,Ο Τομ θα πάει.
771,Tom will go.,Θα πάει ο Τομ.
772,Tom'll come.,Θα έρθει ο Τομ.
773,Tom'll come.,Θα 'ρθει ο Τομ.
774,Tom'll come.,Ο Τομ θα έρθει.
775,Tom'll help.,Ο Τομ θα βοηθήσει.
776,Tom'll help.,Θα βοηθήσει ο Τομ.
777,Tom'll live.,Ο Τομ θα ζήσει.
778,Tom'll live.,Θα ζήσει ο Τομ.
779,Tom'll lose.,Ο Τομ θα χάσει.
780,Tom'll lose.,Θα χάσει ο Τομ.
781,Tom'll stay.,Ο Τομ θα μείνει.
782,Tom'll stay.,Θα μείνει ο Τομ.
783,Tom'll talk.,Ο Τομ θα μιλήσει.
784,Tom'll talk.,Θα μιλήσει ο Τομ.
785,Tom'll wait.,Ο Τομ θα περιμένει.
786,Tom'll wait.,Θα περιμένει ο Τομ.
787,Tom's dying.,Ο Τομ πεθαίνει.
788,Tom's lying.,Ο Τομ λέει ψέματα.
789,Tom's wrong.,Ο Τομ έχει άδικο.
790,Vote for me!,Ψήφισε με!
791,Vote for me!,Ψηφίστε με!
792,Was I wrong?,Ήμουνα λάθος;
793,We found it.,Τον βρήκαμε.
794,We found it.,Το βρήκαμε.
795,We found it.,Τη βρήκαμε.
796,We know him.,Τον ξέρουμε.
797,We miss you.,Μας λείπεις.
798,We miss you.,Μας λείπετε.
799,We need you.,Σε χρειαζόμαστε.
800,We need you.,Σας χρειαζόμαστε.
801,We remember.,Θυμόμαστε.
802,We want Tom.,Θέλουμε τον Τομ.
803,We want one.,Έναν θέλουμε.
804,We want one.,Ένα θέλουμε.
805,We want one.,Μία θέλουμε.
806,We'll dance.,Θα χορέψουμε.
807,We'll do it.,Θα το κάνουμε.
808,We'll drive.,Θα οδηγήσουμε.
809,We'll shoot.,Θα πυροβολήσουμε.
810,We'll start.,Θα ξεκινήσουμε.
811,We'll start.,Θα αρχίσουμε.
812,We're clean.,Είμαστε καθαροί.
813,We're clean.,Είμαστε καθαρές.
814,We're dying.,Πεθαίνουμε.
815,We've eaten.,Έχουμε φάει.
816,What a pity!,Τι κρίμα!
817,What's that?,Τι είναι αυτό;
818,What's this?,Τι είναι αυτό;
819,Who are you?,Ποιος είσαι;
820,Who drew it?,Ποιος το ζωγράφισε;
821,Who saw you?,Ποιος σ' είδε;
822,Who saw you?,Ποιος σε είδε;
823,Who saw you?,Ποιος σας είδε;
824,Who sent it?,Ποιος τον έστειλε;
825,Who sent it?,Ποιος την έστειλε;
826,Who sent it?,Ποιος το έστειλε;
827,Who sent it?,Ποιος το 'στειλε;
828,Who stopped?,Ποιος σταμάτησε;
829,Who stopped?,Ποια σταμάτησε;
830,Who'll cook?,Ποιος θα μαγειρέψει;
831,Who's there?,Ποιος είναι εκεί;
832,Wood floats.,Το ξύλο επιπλέει.
833,"Yes, I know.","Ναι, ξέρω."
834,You must go.,Πρέπει να φύγεις.
835,You need it.,Το χρειάζεστε.
836,You need me.,Με χρειάζεστε.
837,You need me.,Με χρειάζεσαι.
838,You're lazy.,Είσαι τεμπέλης.
839,You're lazy.,Είσαι τεμπέλα.
840,You're lazy.,Είστε τεμπέλης.
841,You're lazy.,Είστε τεμπέλα.
842,You're mine.,Είσαι δικός μου.
843,You're mine.,Είσαι δική μου.
844,You're mine.,Είσαι δικό μου.
845,You're mine.,Είστε δικός μου.
846,You're mine.,Είστε δική μου.
847,You're mine.,Είστε δικά μου.
848,You're mine.,Είστε δικοί μου.
849,You're mine.,Είστε δικές μου.
850,You're rich.,Είστε πλούσια.
851,You're rich.,Είστε πλούσιος.
852,You're sick!,Είσαι άρρωστος!
853,You're sick!,Είσαι άρρωστη!
854,You're sick!,Είστε άρρωστος!
855,You're sick!,Είστε άρρωστη!
856,You're sick!,Είστε άρρωστοι!
857,You're sick!,Είστε άρρωστες!
858,You're weak.,Είσαι αδύναμος.
859,You're weak.,Είστε αδύναμος.
860,You're weak.,Είσαι αδύναμη.
861,You're weak.,Είστε αδύναμη.
862,You're weak.,Είστε αδύναμες.
863,You're weak.,Είστε αδύναμοι.
864,Anybody here?,Είναι κανείς εδώ;
865,Are we broke?,Είμαστε ταπί;
866,Are you busy?,Είσαι απασχολημένος;
867,Are you busy?,Είσαι απασχολημένη;
868,Are you busy?,Είστε απασχολημένος;
869,Are you busy?,Είστε απασχολημένη;
870,Are you busy?,Είστε απασχολημένες;
871,Are you busy?,Είστε απασχολημένοι;
872,Are you cops?,Είστε μπάτσοι;
873,Are you home?,Είσαι σπίτι;
874,Are you home?,Είστε σπίτι;
875,Are you sure?,Είσαι σίγουρη;
876,Are you sure?,Είσαι σίγουρος;
877,Are you sure?,Είστε σίγουροι;
878,Are you sure?,Είστε σίγουρες;
879,Are you sure?,Είστε σίγουρος;
880,Are you sure?,Είστε σίγουρη;
881,"Beef, please.","Βοδινό, παρακαλώ."
882,Blood is red.,Το χρώμα είναι κόκκινο.
883,Call my wife.,Πάρε τη γυναίκα μου.
884,Call my wife.,Κάλεσε τη γυναίκα μου.
885,Can Tom cook?,Μπορεί ο Τομ να μαγειρέψει;
886,Can we do it?,Μπορούμε να το κάνουμε;
887,Can you come?,Μπορείς να έρθεις;
888,Come outside.,Έλα έξω.
889,Come outside.,Ελάτε έξω.
890,Come quickly.,Έλα γρήγορα.
891,Come quickly.,Ελάτε γρήγορα.
892,Come with me.,Έλα μαζί μου.
893,Come with us.,Έλα μαζί μας.
894,Did Tom help?,Βοήθησε ο Τομ;
895,Did Tom pray?,Προσευχήθηκε ο Τομ;
896,Did you lose?,Έχασες;
897,Did you lose?,Χάσατε;
898,Do you agree?,Συμφωνείς;
899,Do you agree?,Συμφωνείτε;
900,Do you drink?,Πίνεις;
901,Don't be sad.,Μην στεναχωριέσαι.
902,Drive safely.,Οδήγα με ασφάλεια.
903,Drive safely.,Οδήγησε με ασφάλεια.
904,Drive safely.,Οδηγείτε με ασφάλεια.
905,Drive safely.,Οδηγήστε με ασφάλεια.
906,Drive slowly.,Οδήγα αργά.
907,Drive slowly.,Οδήγησε αργά.
908,Drive slowly.,Οδηγείτε αργά.
909,Drive slowly.,Οδηγήστε αργά.
910,"Fish, please.","Ψάρι, παρακαλώ."
911,Give me five.,Κόλλα το.
912,Good evening.,Καλησπέρα.
913,Good evening.,Καλό βράδυ.
914,Happy Easter!,Kαλό Πάσχα!
915,He got angry.,Θύμωσε.
916,He has a car.,Αυτός έχει ένα αυτοκίνητο.
917,He has a dog.,Αυτός έχει έναν σκύλο.
918,He helps her.,Τη βοηθάει.
919,He is eating.,Αυτός τρώει.
920,He loves her.,Την αγαπάει.
921,He turned 16.,Έκλεισε τα 16.
922,He was alone.,Ήταν μόνος.
923,He will come.,Θα έρθει.
924,He will come.,Θα 'ρθει.
925,He will walk.,Θα βαδίσει.
926,He will walk.,Θα περπατήσει.
927,"Hold me, Tom.","Κράτα με, Τομ."
928,I admire Tom.,Θαυμάζω το Θωμά.
929,I admire you.,Σε θαυμάζω.
930,I admire you.,Σας θαυμάζω.
931,I am Chinese.,Είμαι Κινέζος.
932,I am Chinese.,Είμαι Κινέζα.
933,I am curious.,Είμαι περίεργος.
934,I am curious.,Είμαι περίεργη.
935,I am praying.,Προσεύχομαι.
936,I am working.,Δουλεύω.
937,I ate caviar.,Έφαγα χαβιάρι.
938,I called him.,Του τηλεφώνησα.
939,I deserve it.,Τ' αξίζω.
940,I deserve it.,Το αξίζω.
941,I deserve it.,Τον αξίζω.
942,I deserve it.,Την αξίζω.
943,I don't care.,Το ίδιο μου κάνει.
944,I don't care.,Δε με νοιάζει.
945,I don't swim.,Δεν κολυμπάω.
946,I don't swim.,Δεν κολυμπώ.
947,I drank milk.,Ήπια γάλα.
948,I drink beer.,Πίνω μπίρα.
949,I drink milk.,Πίνω γάλα.
950,I feel happy.,Αισθάνομαι ευτυχισμένος.
951,I feel happy.,Αισθάνομαι ευτυχισμένη.
952,I feel happy.,Νιώθω χαρούμενος.
953,I feel happy.,Νιώθω χαρούμενη.
954,I had doubts.,Είχα αμφιβολίες.
955,I hate liars.,Μισώ τους ψεύτες.
956,I have a cat.,Έχω μια γάτα.
957,I have money.,Έχω χρήματα.
958,I have money.,Έχω λεφτά.
959,I hear music.,Ακούω μουσική.
960,I hugged Tom.,Αγκάλιασα ον Τομ.
961,I improvised.,Αυτοσχεδίασα.
962,I just moved.,Μόλις μετακόμισα.
963,I kissed Tom.,Φίλησα τον Τομ.
964,I like fruit.,Μ' αρέσουν τα φρούτα.
965,I like fruit.,Μου αρέσουν τα φρούτα.
966,I like honey.,Μου αρέσει το μέλι.
967,I like honey.,Μ' αρέσει το μέλι.
968,I like music.,Μ' αρέσει η μουσική.
969,I like music.,Μου αρέσει η μουσική.
970,I like these.,Μου αρέσουν αυτά.
971,I like these.,Μ' αρέσουν αυτά.
972,I like these.,Μ' αρέσουν αυτές.
973,I like these.,Μου αρέσουν αυτές.
974,I like these.,Μου αρέσουν αυτοί.
975,I like these.,Μ' αρέσουν αυτοί.
976,I love books.,Αγαπάω τα βιβλία.
977,I love bread.,Λατρεύω το ψωμί.
978,I love trips.,Λατρεύω τα ταξίδια.
979,I missed Tom.,Μου 'λειψε ο Τομ.
980,I missed Tom.,Μου έλειψε ο Τομ.
981,I missed you.,Μου λείψατε.
982,I missed you.,Μου 'λειψες.
983,I missed you.,Μου έλειψες.
984,I must study.,Πρέπει να σπουδάσω.
985,I need money.,Χρειάζομαι λεφτά.
986,I need money.,Χρειάζομαι χρήματα.
987,I never swim.,Ποτέ δεν κολυμπώ.
988,I never swim.,Δεν κολυμπάω ποτέ.
989,I phoned him.,Του τηλεφώνησα.
990,I play piano.,Παίζω πιάνο.
991,I read a lot.,Διαβάζω πολύ.
992,I still care.,Ακόμη νοιάζομαι.
993,I understand.,Καταλαβαίνω.
994,I understood.,Κατάλαβα.
995,I want money.,Θέλω χρήματα.
996,I want money.,Θέλω λεφτά.
997,I was hiding.,Κρυβόμουν.
998,I was hungry.,Ήμουνα πεινασμένος.
999,I will fight.,Θα πολεμήσω.
1000,I will fight.,Θ' αγωνιστώ.
1001,I will fight.,Θα αγωνιστώ.
1002,I will learn.,Θα μάθω.
1003,I won't come.,Δε θα έρθω.
1004,I won't fail.,Δε θα αποτύχω.
1005,I won't fail.,Δε θ' αποτύχω.
1006,I won't lose!,Δε θα χάσω!
1007,I won't move.,Δε θα κουνηθώ.
1008,I'll ask Tom.,Θα ρωτήσω τον Τομ.
1009,I'll ask him.,Θα τον ρωτήσω.
1010,I'll be free.,Θα είμαι ελεύθερος.
1011,I'll be free.,Θα είμαι ελεύθερη.
1012,I'll be free.,Θα 'μαι ελεύθερος.
1013,I'll be free.,Θα 'μαι ελεύθερη.
1014,I'll be here.,Θα είμαι εδώ.
1015,I'll be here.,Θα 'μαι εδώ.
1016,I'll be late.,Θ' αργήσω.
1017,I'll be late.,Θα αργήσω.
1018,I'll buy one.,Θα αγοράσω έναν.
1019,I'll buy one.,Θα αγοράσω ένα.
1020,I'll buy one.,Θα αγοράσω μία.
1021,I'll buy one.,Θ' αγοράσω μία.
1022,I'll buy one.,Θ' αγοράσω ένα.
1023,I'll buy one.,Θ' αγοράσω έναν.
1024,I'll find it.,Θα το βρω.
1025,I'll find it.,Θα τον βρω.
1026,I'll find it.,Θα τη βρω.
1027,I'll go home.,Θα πάω σπίτι.
1028,I'll open it.,Θα τον ανοίξω.
1029,I'll open it.,Θα την ανοίξω.
1030,I'll open it.,Θα το ανοίξω.
1031,I'll open it.,Θα τ' ανοίξω.
1032,I'll pay you.,Θα σας πληρώσω.
1033,I'll pay you.,Θα σε πληρώσω.
1034,I'll read it.,Θα τον διαβάσω.
1035,I'll read it.,Θα το διαβάσω.
1036,I'll read it.,Θα τη διαβάσω.
1037,I'll take it.,Θα τον πάρω.
1038,I'll take it.,Θα την πάρω.
1039,I'm Canadian.,Είμαι Καναδέζα.
1040,I'm Canadian.,Είμαι Καναδή.
1041,I'm Canadian.,Είμαι Καναδέζος.
1042,I'm Canadian.,Είμαι Καναδός.
1043,I'm Tom's ex.,Είμαι η πρώην του Τομ.
1044,I'm addicted.,Είμαι εθισμένος.
1045,I'm all ears.,Είμαι όλος αυτιά.
1046,I'm freezing.,Κρυώνω.
1047,I'm not here.,Δεν είμαι δω.
1048,I'm not here.,Δεν είμαι εδώ.
1049,I'm not home.,Δεν είμαι σπίτι.
1050,I'm not well.,Δεν είμαι καλά.
1051,I'm pregnant.,Είμαι έγκυος.
1052,I'm thinking.,Σκέφτομαι.
1053,I'm very shy.,Είμαι πολύ ντροπαλός.
1054,I'm very shy.,Είμαι πολύ ντροπαλή.
1055,I've changed.,Έχω αλλάξει.
1056,I've seen it.,Την έχω δει.
1057,I've seen it.,Τον έχω δει.
1058,I've seen it.,Το έχω δει.
1059,I've seen it.,Το 'χω δει.
1060,Is Tom alive?,Ο Τομ είναι ζωντανός;
1061,Is Tom lying?,Ο Τομ λέει ψέματα;
1062,Is Tom lying?,Λέει ψέματα ο Τομ;
1063,Is Tom ready?,Ο Τομ είναι έτοιμος;
1064,Is Tom ready?,Είναι έτοιμος ο Τομ;
1065,Is he asleep?,Κοιμάται;
1066,Is it cancer?,Είναι καρκίνος;
1067,Is that fair?,Είναι δίκαιο αυτό;
1068,It is unfair.,Είναι άδικο.
1069,It was black.,Ήταν μαύρος.
1070,It was black.,Ήταν μαύρο.
